TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft of Bicycle,2024,7,14,18,0,33XX W BROADWAY AVE,Kitsilano,486984.2723,5456852.302
Theft of Bicycle,2024,9,27,19,0,33XX W BROADWAY AVE,Kitsilano,487049.7999,5456841.315
Theft of Bicycle,2024,3,5,10,40,34XX BALACLAVA ST,Arbutus Ridge,487315.4587,5455995.533
Theft of Bicycle,2024,8,12,18,0,34XX CAMBIE ST,Riley Park,491624.3929,5455796.011
Theft of Bicycle,2024,6,13,16,0,34XX COMMERCIAL ST,Kensington-Cedar Cottage,495055.425,5455669.44
Theft of Bicycle,2024,2,9,11,14,34XX MONS DR,Renfrew-Collingwood,497871.9318,5455693.86
Theft of Bicycle,2024,2,15,11,18,34XX MONS DR,Renfrew-Collingwood,497871.9318,5455693.86
Theft of Bicycle,2024,2,12,9,0,34XX W KING EDWARD AVE,Dunbar-Southlands,486823.3321,5455282.397
Theft of Bicycle,2024,3,27,12,0,35XX KINGSWAY AVE,Renfrew-Collingwood,498055.9772,5453268.724
Theft of Bicycle,2024,3,11,14,25,35XX MAIN ST,Riley Park,492663.6997,5455660.912
Theft of Bicycle,2024,7,20,2,25,35XX VIMY CRES,Renfrew-Collingwood,498110.9346,5456094.272
Theft of Bicycle,2024,4,20,11,0,35XX W 28TH AVE,Dunbar-Southlands,486523.1111,5454939.983
Theft of Bicycle,2024,6,17,19,50,35XX W 4TH AVE,Kitsilano,486754.3459,5457332.215
Theft of Bicycle,2024,7,5,1,0,36XX VICTORIA DR,Kensington-Cedar Cottage,495200.5695,5455539.64
Theft of Bicycle,2024,10,8,12,0,36XX W 2ND AVE,Kitsilano,486592.5821,5457534.902
Theft of Bicycle,2024,7,7,1,0,36XX W 6TH AVE,Kitsilano,486588.2312,5457147.204
Theft of Bicycle,2024,8,4,18,0,36XX W 8TH AVE,Kitsilano,486554.5057,5456961.686
Theft of Bicycle,2024,7,14,19,30,37XX CAMBIE ST,South Cambie,491604.5278,5455433.431
Theft of Bicycle,2024,6,12,12,0,37XX W 16TH AVE,Dunbar-Southlands,486391.7625,5456134.514
Theft of Bicycle,2024,8,12,13,0,37XX W 18TH AVE,Dunbar-Southlands,486421.9409,5455980.411
Theft of Bicycle,2024,10,19,15,0,38XX RUPERT ST,Renfrew-Collingwood,497548.0338,5455274.053
Theft of Bicycle,2024,3,10,17,30,38XX VICTORIA DR,Kensington-Cedar Cottage,495263.8584,5455330.054
Theft of Bicycle,2024,6,28,21,3,38XX W 4TH AVE,West Point Grey,486345.2214,5457331.727
Theft of Bicycle,2024,6,28,20,30,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.112
Theft of Bicycle,2024,8,17,12,15,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.112
Theft of Bicycle,2024,6,10,12,15,39XX W 16TH AVE,West Point Grey,486008.1785,5456173.857
Theft of Bicycle,2024,6,11,12,15,39XX W 16TH AVE,West Point Grey,486008.1785,5456173.857
Theft of Bicycle,2024,6,14,12,0,39XX W 16TH AVE,West Point Grey,486008.1785,5456173.857
Theft of Bicycle,2024,6,20,8,50,39XX W 16TH AVE,West Point Grey,486009.1749,5456173.834
Theft of Bicycle,2024,2,16,16,0,3X SMITHE ST,Central Business District,491768.802,5458035.234
Theft of Bicycle,2024,5,14,0,39,3X SMITHE ST,Central Business District,491788.0426,5458016.558
Theft of Bicycle,2024,8,10,22,0,3X SMITHE ST,Central Business District,491788.0426,5458016.558
Theft of Bicycle,2024,6,13,17,40,3X SMITHE ST,Central Business District,491792.4884,5458018.07
Theft of Bicycle,2024,7,15,0,0,3X SMITHE ST,Central Business District,491809.0432,5457988.53
Theft of Bicycle,2024,2,25,17,0,3X W PENDER ST,Central Business District,492310.1566,5458674.523
Theft of Bicycle,2024,9,27,19,6,3XX ABBOTT ST,Central Business District,492232.8713,5458896.059
Theft of Bicycle,2024,12,21,3,0,3XX ALEXANDER ST,Strathcona,492972.0127,5459032.263
Theft of Bicycle,2024,6,3,11,0,3XX BOUNDARY RD,Hastings-Sunrise,498278.014,5458741.425
Theft of Bicycle,2024,4,3,12,46,3XX DRAKE ST,Central Business District,490920.8338,5457936.793
Theft of Bicycle,2024,7,4,9,0,3XX E 15TH AVE,Mount Pleasant,492917.6464,5456085.634
Theft of Bicycle,2024,10,5,13,44,3XX E 7TH AVE,Mount Pleasant,492899.4555,5456874.7
Theft of Bicycle,2024,1,31,11,22,3XX E PENDER ST,Strathcona,492929.588,5458619.91
Theft of Bicycle,2024,1,7,3,2,3XX KINGSWAY AVE,Mount Pleasant,492885.2956,5456477.019
Theft of Bicycle,2024,10,15,16,20,3XX POWELL ST,Strathcona,493021.6747,5458929.856
Theft of Bicycle,2024,12,8,5,0,3XX PRIOR ST,Strathcona,492973.2892,5458212.317
Theft of Bicycle,2024,6,6,23,46,3XX ROBSON ST,Central Business District,491553.4976,5458467.206
Theft of Bicycle,2024,5,31,23,59,3XX W 5TH AVE,Mount Pleasant,491931.6151,5457103.887
Theft of Bicycle,2024,5,7,9,30,3XX W 5TH AVE,Mount Pleasant,491934.0581,5457094.671
Theft of Bicycle,2024,9,23,11,45,3XX W GEORGIA ST,Central Business District,491651.5374,5458615.18
Theft of Bicycle,2024,11,1,15,0,3XX W GEORGIA ST,Central Business District,491651.5374,5458615.18
Theft of Bicycle,2024,5,15,16,50,3XX W GEORGIA ST,Central Business District,491651.5653,5458615.151
Theft of Bicycle,2024,10,9,9,36,3XX W GEORGIA ST,Central Business District,491651.5653,5458615.151
Theft of Bicycle,2024,10,15,18,0,3XX W GEORGIA ST,Central Business District,491683.2329,5458582.494
Theft of Bicycle,2024,2,8,17,30,3XX W GEORGIA ST,Central Business District,491684.6126,5458581.072
Theft of Bicycle,2024,11,12,18,15,40XX CAMBIE ST,South Cambie,491598.2162,5455172.131
Theft of Bicycle,2024,8,30,8,4,40XX KNIGHT ST,Kensington-Cedar Cottage,494475.9578,5455120.96
Theft of Bicycle,2024,8,9,22,50,40XX OSLER ST,Shaughnessy,490544.0548,5455237.707
Theft of Bicycle,2024,1,25,9,30,40XX W 36TH AVE,Dunbar-Southlands,485864.1185,5454110.6
Theft of Bicycle,2024,11,15,15,0,42XX ONTARIO ST,Riley Park,492347.9446,5454951.708
Theft of Bicycle,2024,5,12,12,0,43XX OAK ST,Shaughnessy,490708.1885,5454936.49
Theft of Bicycle,2024,6,25,23,0,43XX QUEBEC ST,Riley Park,492488.2432,5454918.387
Theft of Bicycle,2024,6,13,12,30,43XX QUEBEC ST,Riley Park,492488.3116,5454920.533
Theft of Bicycle,2024,3,26,16,20,43XX W 9TH AVE,West Point Grey,485143.0417,5456899.246
Theft of Bicycle,2024,10,16,3,30,44XX OAK ST,South Cambie,490713.7147,5454766.294
Theft of Bicycle,2024,11,13,0,0,44XX PRINCE ALBERT ST,Kensington-Cedar Cottage,493604.0845,5454718.323
Theft of Bicycle,2024,7,6,12,0,44XX W 8TH AVE,West Point Grey,484916.0009,5457001.666
Theft of Bicycle,2024,6,1,12,0,45XX FRASER ST,Kensington-Cedar Cottage,493432.8374,5454588.921
Theft of Bicycle,2024,2,29,20,45,45XX OAK ST,South Cambie,490713.8533,5454741.609
Theft of Bicycle,2024,10,10,2,49,45XX OAK ST,South Cambie,490713.8533,5454741.609
Theft of Bicycle,2024,4,28,5,1,45XX VICTORIA DR,Kensington-Cedar Cottage,495248.078,5454602.571
Theft of Bicycle,2024,10,10,12,32,46XX GOTHARD ST,Renfrew-Collingwood,496207.4258,5454524.527
Theft of Bicycle,2024,9,4,18,45,46XX ONTARIO ST,Riley Park,492334.1614,5454509.663
Theft of Bicycle,2024,3,13,20,10,47XX BEATRICE ST,Kensington-Cedar Cottage,495152.1954,5454344.38
Theft of Bicycle,2024,5,14,9,0,47XX ST CATHERINES ST,Kensington-Cedar Cottage,493745.2765,5454373.773
Theft of Bicycle,2024,7,27,15,0,48XX EARLES ST,Renfrew-Collingwood,496659.1817,5454200.828
Theft of Bicycle,2024,4,15,14,32,49XX CLARENDON ST,Renfrew-Collingwood,495957.9241,5454080.626
Theft of Bicycle,2024,5,25,10,25,4X DUNLEVY AVE,Strathcona,493068.508,5459133.975
Theft of Bicycle,2024,4,23,15,31,4XX ALEXANDER ST,Strathcona,493164.6716,5459036.14
Theft of Bicycle,2024,5,5,14,0,4XX DUNSMUIR ST,Central Business District,491744.1038,5458790.307
Theft of Bicycle,2024,5,24,8,40,4XX E 24TH AVE,Riley Park,492999.2491,5455178.699
Theft of Bicycle,2024,5,31,14,0,4XX E 24TH AVE,Riley Park,492999.2491,5455178.699
Theft of Bicycle,2024,1,4,2,7,4XX E 43RD AVE,Sunset,492930.108,5453146.031
Theft of Bicycle,2024,2,27,0,0,4XX E 43RD AVE,Sunset,493017.4844,5453143.719
Theft of Bicycle,2024,10,10,19,0,4XX E 57TH AVE,Sunset,492972.1582,5451731.336
Theft of Bicycle,2024,6,13,4,5,4XX E 64TH AVE,Sunset,493004.7068,5451048.935
Theft of Bicycle,2024,9,16,12,0,4XX E 6TH AVE,Mount Pleasant,493167.9,5456944.098
Theft of Bicycle,2024,7,29,12,0,4XX E 8TH AVE,Mount Pleasant,493099.0475,5456744.947
Theft of Bicycle,2024,12,29,13,30,4XX E HASTINGS ST,Strathcona,493068.3246,5458733.257
Theft of Bicycle,2024,7,4,10,0,4XX GRANVILLE ST,Central Business District,491720.2971,5459172.762
Theft of Bicycle,2024,4,5,16,0,4XX GRANVILLE ST,Central Business District,491722.8137,5459175.295
Theft of Bicycle,2024,6,24,23,0,4XX GREAT NORTHERN WAY,Strathcona,493068.7433,5457125.631
Theft of Bicycle,2024,5,1,0,0,4XX HELMCKEN ST,Central Business District,491084.8429,5458236.56
Theft of Bicycle,2024,7,7,17,45,4XX MOBERLY RD,Fairview,491430.7684,5457321.242
Theft of Bicycle,2024,1,30,4,20,4XX NELSON ST,Central Business District,491257.0866,5458309.025
Theft of Bicycle,2024,10,16,19,6,4XX PACIFIC ST,Central Business District,490738.2698,5457902.314
Theft of Bicycle,2024,11,23,21,0,4XX RICHARDS ST,Central Business District,491838.7886,5459009.519
Theft of Bicycle,2024,12,16,13,12,4XX ROBSON ST,Central Business District,491440.4896,5458594.874
Theft of Bicycle,2024,8,5,20,0,4XX SW MARINE DR,Marpole,491535.9765,5450849.837
Theft of Bicycle,2024,5,2,16,45,4XX SW MARINE DR,Marpole,491614.4645,5450897.11
Theft of Bicycle,2024,9,11,18,10,4XX SW MARINE DR,Marpole,491614.4645,5450897.11
Theft of Bicycle,2024,4,23,13,0,4XX SW MARINE DR,Marpole,491617.3945,5450898.87
Theft of Bicycle,2024,11,1,12,0,4XX UNION ST,Strathcona,493079.8588,5458314.179
Theft of Bicycle,2024,8,8,14,52,4XX W 2ND AVE,Mount Pleasant,491666.8389,5457131.84
Theft of Bicycle,2024,7,5,19,20,4XX W 2ND AVE,Mount Pleasant,491777.8358,5457195.185
Theft of Bicycle,2024,3,25,17,15,4XX W 6TH AVE,Mount Pleasant,491757.4084,5457007.845
Theft of Bicycle,2024,3,30,12,12,4XX W 6TH AVE,Mount Pleasant,491787.3672,5456997.734
Theft of Bicycle,2024,8,13,23,0,4XX W BROADWAY AVE,Mount Pleasant,491740.2484,5456724.576
Theft of Bicycle,2024,9,7,11,20,4XX W HASTINGS ST,Central Business District,491864.3214,5459029.288
Theft of Bicycle,2024,9,15,5,0,4XX W PENDER ST,Central Business District,491838.7072,5458925.524
Theft of Bicycle,2024,7,31,8,0,4XX W PENDER ST,Central Business District,491853.4055,5458896.559
Theft of Bicycle,2024,7,12,15,0,50XX ASH ST,South Cambie,491348.8649,5454047.568
Theft of Bicycle,2024,5,12,0,39,50XX JOYCE ST,Renfrew-Collingwood,497678.1933,5453944.056
Theft of Bicycle,2024,5,19,17,0,50XX QUEBEC ST,Riley Park,492524.0595,5454111.657
Theft of Bicycle,2024,5,15,12,0,50XX WILLOW ST,South Cambie,490993.8313,5454157.268
Theft of Bicycle,2024,7,15,2,45,51XX CAMBIE ST,Riley Park,491527.5254,5454025.659
Theft of Bicycle,2024,8,20,4,0,51XX CAMBIE ST,Riley Park,491527.5254,5454025.659
Theft of Bicycle,2024,6,22,0,0,53XX BRUCE ST,Kensington-Cedar Cottage,494906.1292,5453663.909
Theft of Bicycle,2024,6,6,8,40,53XX EAST BLVD,Shaughnessy,488728.1379,5453889.421
Theft of Bicycle,2024,5,6,12,30,53XX EAST BLVD,Shaughnessy,488728.2556,5453895.587
Theft of Bicycle,2024,3,3,4,12,54XX BAILLIE ST,South Cambie,491092.7275,5453714.06
Theft of Bicycle,2024,9,11,8,45,54XX BAILLIE ST,South Cambie,491092.7745,5453715.927
Theft of Bicycle,2024,8,15,0,0,54XX ORMIDALE ST,Renfrew-Collingwood,498197.8355,5453524.164
Theft of Bicycle,2024,9,18,18,50,55XX CAMBIE ST,Riley Park,491559.6181,5453620.471
Theft of Bicycle,2024,9,19,8,30,55XX FRASER ST,Kensington-Cedar Cottage,493413.7451,5453501.288
Theft of Bicycle,2024,6,16,2,0,55XX LARCH ST,Arbutus Ridge,488162.239,5453749.703
Theft of Bicycle,2024,8,3,21,0,55XX ORMIDALE ST,Renfrew-Collingwood,498196.8172,5453391.47
Theft of Bicycle,2024,7,25,13,30,56XX STANLEY PARK DR,Stanley Park,489602.9925,5462180.041
Theft of Bicycle,2024,4,9,16,0,56XX VICTORIA DR,Kensington-Cedar Cottage,495228.0583,5453412.771
Theft of Bicycle,2024,12,7,16,0,57XX DUMFRIES ST,Victoria-Fraserview,494594.2431,5453222.48
Theft of Bicycle,2024,1,14,23,30,57XX GRANVILLE ST,Oakridge,489840.9885,5453421.16
Theft of Bicycle,2024,5,6,8,40,58XX WEST BLVD,Kerrisdale,488667.251,5453384.916
Theft of Bicycle,2024,9,9,0,54,59XX ADERA ST,Kerrisdale,489565.2163,5453290.797
Theft of Bicycle,2024,10,29,10,50,59XX ANGUS DR,Kerrisdale,489248.1716,5453290.75
Theft of Bicycle,2024,3,2,1,57,59XX TISDALL ST,Oakridge,491093.0355,5453207.236
Theft of Bicycle,2024,4,13,11,0,5X ATHLETES WAY,Mount Pleasant,492324.0253,5457650.302
Theft of Bicycle,2024,5,8,22,0,5X ATHLETES WAY,Mount Pleasant,492324.6288,5457650.282
Theft of Bicycle,2024,2,20,7,0,5X E CORDOVA ST,Central Business District,492497.8946,5458853.606
Theft of Bicycle,2024,10,17,9,35,5X POWELL ST,Central Business District,492512.7242,5458954.473
Theft of Bicycle,2024,10,5,7,30,5X STANLEY PARK CSWY,Stanley Park,490068.6462,5460232.415
Theft of Bicycle,2024,10,24,18,0,5X W BROADWAY AVE,Mount Pleasant,492294.1304,5456706.526
Theft of Bicycle,2024,4,23,19,25,5XX BROUGHTON ST,Central Business District,490780.8227,5459695.571
Theft of Bicycle,2024,11,14,15,26,5XX BURRARD ST,Central Business District,491374.3329,5459261.109
Theft of Bicycle,2024,4,19,16,0,5XX E 10TH AVE,Mount Pleasant,493300.583,5456530.773
Theft of Bicycle,2024,3,1,8,40,5XX E 41ST AVE,Sunset,493176.4467,5453348.107
Theft of Bicycle,2024,9,28,0,1,5XX E 8TH AVE,Mount Pleasant,493333.5085,5456741.669
Theft of Bicycle,2024,10,17,16,0,5XX E GEORGIA ST,Strathcona,493200.2283,5458420.792
Theft of Bicycle,2024,3,28,8,30,5XX GRANVILLE ST,Central Business District,491583.1407,5459034.651
Theft of Bicycle,2024,9,19,17,10,5XX GRANVILLE ST,Central Business District,491583.1407,5459034.651
Theft of Bicycle,2024,9,7,21,0,5XX HORNBY ST,Central Business District,491460.5243,5459210.869
Theft of Bicycle,2024,7,30,19,15,5XX RICHARDS ST,Central Business District,491793.8958,5458964.423
Theft of Bicycle,2024,3,13,10,30,5XX SEYMOUR ST,Central Business District,491656.1246,5458976.434
Theft of Bicycle,2024,7,22,20,0,5XX SEYMOUR ST,Central Business District,491723.8136,5459031.634
Theft of Bicycle,2024,5,20,5,45,5XX SMITHE ST,Central Business District,491269.8322,5458529.685
Theft of Bicycle,2024,8,25,10,20,5XX TAYLOR ST,Central Business District,492323.4808,5458662.465
Theft of Bicycle,2024,5,15,0,0,5XX VICTORIA DR,Grandview-Woodland,495234.0242,5458581.02
Theft of Bicycle,2024,1,19,19,0,5XX W 12TH AVE,Fairview,491525.979,5456417.388
Theft of Bicycle,2024,1,12,20,17,5XX W 12TH AVE,Fairview,491622.6987,5456405.643
Theft of Bicycle,2024,11,4,16,0,5XX W 28TH AVE,South Cambie,491470.77,5454820.444
Theft of Bicycle,2024,10,13,18,0,5XX W 37TH AVE,South Cambie,491512.4363,5453834.977
Theft of Bicycle,2024,9,12,12,0,5XX W 7TH AVE,Fairview,491540.7533,5456925.691
Theft of Bicycle,2024,9,17,20,56,5XX W BROADWAY AVE,Fairview,491500.795,5456730.6
Theft of Bicycle,2024,4,5,17,23,5XX W BROADWAY AVE,Fairview,491567.6864,5456728.83
Theft of Bicycle,2024,5,5,16,45,5XX W BROADWAY AVE,Fairview,491587.4934,5456728.302
Theft of Bicycle,2024,8,9,14,48,5XX W BROADWAY AVE,Fairview,491587.4934,5456728.302
Theft of Bicycle,2024,7,26,20,0,5XX W BROADWAY AVE,Fairview,491622.1728,5456727.383
Theft of Bicycle,2024,7,13,10,30,5XX W CORDOVA ST,Central Business District,491899.7265,5459152.953
Theft of Bicycle,2024,9,24,14,30,5XX W GEORGIA ST,Central Business District,491502.4532,5458777.178
Theft of Bicycle,2024,9,24,15,0,5XX W GEORGIA ST,Central Business District,491502.4532,5458777.178
Theft of Bicycle,2024,6,17,10,16,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
Theft of Bicycle,2024,7,2,21,6,5XX W HASTINGS ST,Central Business District,491826.9425,5459079.686
Theft of Bicycle,2024,6,1,13,46,5XX W HASTINGS ST,Central Business District,491827.083,5459079.545
Theft of Bicycle,2024,4,9,13,30,5XX W HASTINGS ST,Central Business District,491852.3422,5459054.233
Theft of Bicycle,2024,1,30,11,30,5XX W HASTINGS ST,Central Business District,491853.3244,5459053.248
Theft of Bicycle,2024,12,2,18,37,60XX FRASER ST,Sunset,493397.0586,5452944.432
Theft of Bicycle,2024,4,28,23,0,60XX WILLOW ST,Oakridge,491021.5073,5453086.255
Theft of Bicycle,2024,10,24,5,0,61XX CHURCHILL ST,Kerrisdale,489690.7752,5453090.173
Theft of Bicycle,2024,1,1,0,0,63XX CHESTER ST,Sunset,493488.154,5452632.76
Theft of Bicycle,2024,8,26,5,51,63XX CYPRESS ST,Kerrisdale,489115.2502,5452876.568
Theft of Bicycle,2024,10,11,13,54,64XX KILLARNEY ST,Killarney,496679.2997,5452498.508
Theft of Bicycle,2024,7,17,10,21,64XX VICTORIA DR,Victoria-Fraserview,495220.7679,5452624.945
Theft of Bicycle,2024,8,11,19,55,65XX FRASER ST,Sunset,493386.7868,5452465.817
Theft of Bicycle,2024,8,6,7,44,65XX VICTORIA DR,Victoria-Fraserview,495204.0951,5452398.095
Theft of Bicycle,2024,5,13,18,0,66XX BEECHWOOD ST,Kerrisdale,488617.6573,5452585.613
Theft of Bicycle,2024,10,16,17,0,66XX ELLIOTT ST,Victoria-Fraserview,496016.7971,5452331.772
Theft of Bicycle,2024,4,10,16,52,66XX HEATHER ST,Oakridge,491003.0664,5452462.285
Theft of Bicycle,2024,6,8,18,57,68XX MAIN ST,Sunset,492597.6125,5452221.009
Theft of Bicycle,2024,2,27,8,30,69XX DUMFRIES ST,Victoria-Fraserview,494557.0507,5452070.896
Theft of Bicycle,2024,7,14,0,0,6X KEEFER PL,Central Business District,492231.0617,5458545.716
Theft of Bicycle,2024,3,24,19,20,6X SMITHE ST,Central Business District,491637.659,5458137.914
Theft of Bicycle,2024,10,10,9,0,6X SMITHE ST,Central Business District,491648.21,5458119.943
Theft of Bicycle,2024,10,13,8,30,6X W 16TH AVE,Riley Park,492253.5525,5455990.279
Theft of Bicycle,2024,10,1,12,15,6XX ABBOTT ST,Central Business District,492176.2447,5458532.152
Theft of Bicycle,2024,12,23,7,30,6XX BURRARD ST,Central Business District,491277.8528,5459162.402
Theft of Bicycle,2024,7,8,13,3,6XX E 11TH AVE,Mount Pleasant,493403.0744,5456429.072
Theft of Bicycle,2024,5,16,22,0,6XX E 12TH AVE,Mount Pleasant,493405.6246,5456330.472
Theft of Bicycle,2024,1,16,14,52,6XX E 12TH AVE,Mount Pleasant,493435.1055,5456330.117
Theft of Bicycle,2024,1,10,15,30,6XX E 14TH AVE,Mount Pleasant,493387.326,5456130.909
Theft of Bicycle,2024,12,18,12,14,6XX E 51ST AVE,Sunset,493316.7535,5452310.486
Theft of Bicycle,2024,7,19,14,0,6XX E GEORGIA ST,Strathcona,493341.4107,5458407.359
Theft of Bicycle,2024,5,15,9,0,6XX E HASTINGS ST,Strathcona,493354.526,5458715.093
Theft of Bicycle,2024,4,4,13,50,6XX EXPO BLVD,Central Business District,492080.5773,5458435.477
Theft of Bicycle,2024,5,10,12,30,6XX EXPO BLVD,Central Business District,492080.5773,5458435.477
Theft of Bicycle,2024,6,8,14,27,6XX EXPO BLVD,Central Business District,492080.5773,5458435.477
Theft of Bicycle,2024,9,8,14,10,6XX EXPO BLVD,Central Business District,492080.5773,5458435.477
Theft of Bicycle,2024,12,3,12,30,6XX EXPO BLVD,Central Business District,492080.5773,5458435.477
Theft of Bicycle,2024,2,27,14,15,6XX EXPO BLVD,Central Business District,492087.6904,5458440.428
Theft of Bicycle,2024,8,15,16,39,6XX EXPO BLVD,Central Business District,492087.6904,5458440.428
Theft of Bicycle,2024,12,11,18,0,6XX GRANVILLE ST,Central Business District,491516.6268,5458980.604
Theft of Bicycle,2024,4,26,13,30,6XX GRANVILLE ST,Central Business District,491535.0184,5458986.156
Theft of Bicycle,2024,8,19,3,30,6XX HELMCKEN ST,Central Business District,491005.4732,5458325.893
Theft of Bicycle,2024,9,22,17,45,6XX HOMER ST,Central Business District,491676.3933,5458702.835
Theft of Bicycle,2024,7,31,17,0,6XX HOMER ST,Central Business District,491743.9877,5458771.291
Theft of Bicycle,2024,12,7,19,26,6XX HOMER ST,Central Business District,491743.9877,5458771.291
Theft of Bicycle,2024,7,12,16,30,6XX MALKIN AVE,Strathcona,493219.0426,5458112.105
Theft of Bicycle,2024,7,4,8,7,6XX NELSON ST,Central Business District,491118.7416,5458434.83
Theft of Bicycle,2024,5,20,19,40,6XX PACIFIC ST,Central Business District,490608.0963,5458034.909
Theft of Bicycle,2024,11,21,8,30,6XX POWELL ST,Strathcona,493390.5736,5458927.854
Theft of Bicycle,2024,2,16,9,0,6XX POWELL ST,Strathcona,493391.5677,5458918.675
Theft of Bicycle,2024,6,6,11,14,6XX SE MARINE DR,Sunset,493342.5367,5450908.84
Theft of Bicycle,2024,4,10,16,30,6XX SEYMOUR ST,Central Business District,491609.751,5458916.739
Theft of Bicycle,2024,7,19,12,36,6XX STAMPS LAND,Fairview,491400.533,5457344.487
Theft of Bicycle,2024,5,10,18,0,6XX STAMPS LAND,Fairview,491400.7943,5457335.347
Theft of Bicycle,2024,10,12,0,0,6XX STAMPS LAND,Fairview,491414.6939,5457326.542
Theft of Bicycle,2024,7,7,2,31,6XX W 10TH AVE,Fairview,491319.4065,5456628.779
Theft of Bicycle,2024,2,8,19,0,6XX W 12TH AVE,Fairview,491349.7796,5456423.273
Theft of Bicycle,2024,7,17,21,0,6XX W 59TH AVE,Marpole,491367.1813,5451586.599
Theft of Bicycle,2024,9,6,13,0,6XX W CORDOVA ST,Central Business District,491865.2415,5459187.846
Theft of Bicycle,2024,11,10,21,6,6XX W PENDER ST,Central Business District,491714.7772,5459036.13
Theft of Bicycle,2024,6,19,18,0,71XX MACDONALD ST,Kerrisdale,487745.2628,5452101.999
Theft of Bicycle,2024,7,19,18,3,74XX STANLEY PARK DR,Stanley Park,488646.928,5460991.587
Theft of Bicycle,2024,6,24,20,0,74XX STANLEY PARK DR,Stanley Park,488655.5797,5460992.833
Theft of Bicycle,2024,10,5,23,0,76XX CAMBIE ST,Marpole,491470.7897,5451418.027
Theft of Bicycle,2024,10,7,16,0,76XX CAMBIE ST,Marpole,491470.7897,5451418.027
Theft of Bicycle,2024,11,11,4,41,78XX COLUMBIA ST,Marpole,491785.2691,5451234.29
Theft of Bicycle,2024,9,5,22,0,7X ATHLETES WAY,Mount Pleasant,492295.0194,5457651.12
Theft of Bicycle,2024,7,11,10,21,7X SW MARINE DR,Marpole,492143.39,5451085.302
Theft of Bicycle,2024,2,9,14,45,7XX BEATTY ST,Central Business District,491738.4012,5458342.083
Theft of Bicycle,2024,8,10,21,50,7XX BURRARD ST,West End,491087.1713,5458979.277
Theft of Bicycle,2024,5,2,23,0,7XX CHILCO ST,West End,489978.2397,5460113.957
Theft of Bicycle,2024,4,16,19,32,7XX DAVIE ST,Central Business District,490777.6005,5458311.087
Theft of Bicycle,2024,8,22,21,0,7XX DRAKE ST,Central Business District,490642.6997,5458226.43
Theft of Bicycle,2024,6,16,21,0,7XX E 8TH AVE,Mount Pleasant,493640.9364,5456737.484
Theft of Bicycle,2024,6,24,13,45,7XX E HASTINGS ST,Strathcona,493542.9202,5458708.918
Theft of Bicycle,2024,7,7,22,30,7XX GRANVILLE ST,Central Business District,491405.3528,5458855.561
Theft of Bicycle,2024,3,9,10,0,7XX GREAT NORTHERN WAY,Mount Pleasant,493654.453,5457063.19
Theft of Bicycle,2024,2,5,21,30,7XX HOMER ST,Central Business District,491525.0727,5458563.563
Theft of Bicycle,2024,4,29,11,0,7XX HOMER ST,Central Business District,491618.129,5458643.891
Theft of Bicycle,2024,8,10,15,55,7XX HOMER ST,Central Business District,491620.5714,5458646.34
Theft of Bicycle,2024,3,16,15,0,7XX HORNBY ST,Central Business District,491207.4632,5458941.19
Theft of Bicycle,2024,7,3,10,0,7XX HORNBY ST,Central Business District,491207.4632,5458941.19
Theft of Bicycle,2024,7,16,17,0,7XX HORNBY ST,Central Business District,491207.5124,5458941.241
Theft of Bicycle,2024,12,1,17,0,7XX JERVIS ST,West End,490698.8574,5459410.496
Theft of Bicycle,2024,6,3,16,28,7XX MILLYARD ST,Fairview,491214.7148,5457132.048
Theft of Bicycle,2024,4,19,18,30,7XX PACIFIC BLVD,Central Business District,491970.8693,5458157.503
Theft of Bicycle,2024,7,8,9,0,7XX PRIOR ST,Strathcona,493571.2493,5458209.203
Theft of Bicycle,2024,9,7,19,0,7XX RICHARDS ST,Central Business District,491454.6934,5458635.773
Theft of Bicycle,2024,4,21,16,0,7XX RICHARDS ST,Central Business District,491456.6701,5458624.812
Theft of Bicycle,2024,2,13,16,50,7XX RICHARDS ST,Central Business District,491479.1584,5458660.273
Theft of Bicycle,2024,8,11,15,0,7XX ROBSON ST,Central Business District,491281.5324,5458739.694
Theft of Bicycle,2024,9,15,12,28,7XX ROBSON ST,Central Business District,491281.5324,5458739.694
Theft of Bicycle,2024,6,10,19,30,7XX SEYMOUR ST,Central Business District,491408.8549,5458726.129
Theft of Bicycle,2024,7,13,20,29,7XX SMITHE ST,Central Business District,491163.9601,5458626.435
Theft of Bicycle,2024,5,20,0,0,7XX W 15TH AVE,Fairview,491135.2644,5456109.54
Theft of Bicycle,2024,10,16,9,30,7XX W 68TH AVE,Marpole,491215.646,5450837.843
Theft of Bicycle,2024,7,16,2,41,7XX W 7TH AVE,Fairview,491236.7442,5456925.43
Theft of Bicycle,2024,3,13,19,0,7XX W 7TH AVE,Fairview,491273.4744,5456924.803
Theft of Bicycle,2024,3,18,0,0,7XX W 7TH AVE,Fairview,491273.4744,5456924.803
Theft of Bicycle,2024,3,20,12,47,7XX W 7TH AVE,Fairview,491273.4744,5456924.803
